ID	DATE	PRD	CNT
3228861	201401011148	food	1.00
3228861	201401011214	etc	1.00
3228861	201401011214	food	1.00
3231762	201401010853	chimgu	1.00
3231762	201401011554	ymiyong	1.00
3231936	201401011045	jabhwa	1.00
3231936	201401011207	jabhwa	1.00
3232087	201401012305	elec	1.00
3232087	201401012306	food	1.00
3232087	201401012311	food	1.00
3232087	201401012312	etc	1.00
3232087	201401012312	food	1.00
3235728	201401010948	ymiyong	1.00
3235728	201401012029	food	1.00
3236925	201401011544	kidwear	1.00
3236925	201401011548	kidwear	1.00
3236925	201401011553	kidwear	1.00
3247287	201401010143	innerwear	1.00
3247287	201401010933	ymiyong	1.00
3248148	201401010948	ymiyong	1.00
3248148	201401011249	ymiyong	1.00
3248329	201401010834	chimgu	1.00
3248329	201401010836	chimgu	1.00
3253677	201401011440	health	1.00
3253677	201401011838	kitchen	1.00
3256836	201401011853	kitchen	1.00
3256836	201401012348	ymiyong	1.00
3264346	201401010809	leportscloth	1.00
3264346	201401012208	ymiyong	1.00
3264405	201401010847	chimgu	1.00
3264405	201401011259	ymiyong	1.00
3264405	201401011259	food	1.00
3266823	201401011426	health	1.00
3266823	201401011435	health	1.00
3267800	201401011826	food	1.00
3267800	201401012205	life	1.00
3272339	201401011140	jabhwa	1.00
3272339	201401011205	jabhwa	1.00
3280708	201401012216	ymiyong	1.00
3280708	201401012304	ymiyong	1.00
3281209	201401010836	chimgu	1.00
3281209	201401010858	chimgu	1.00
3283345	201401011802	food	1.00
3283345	201401012134	phone	1.00
3286139	201401010007	life	1.00
3286139	201401010020	life	1.00
3289217	201401010903	chimgu	1.00
3289217	201401010941	innerwear	1.00
3294646	201401011811	food	1.00
3294646	201401011817	food	1.00
3296048	201401011045	ymiyong	1.00
3296048	201401011054	ymiyong	1.00
3296048	201401011057	ymiyong	1.00
3302157	201401011924	life	1.00
3302157	201401011925	life	1.00
3307059	201401012058	phone	1.00
3307059	201401012115	phone	1.00
3308872	201401011153	jabhwa	1.00
3308872	201401011618	ymiyong	1.00
3308872	201401011826	food	1.00
3314498	201401011551	ymiyong	1.00
3314498	201401011821	food	1.00
3323703	201401011233	etc	1.00
3323703	201401011233	chimgu	1.00
3323703	201401012348	leportscloth	1.00
3324614	201401012107	phone	1.00
3324614	201401012112	phone	1.00
3328814	201401010639	ymiyong	1.00
3328814	201401011301	ymiyong	1.00
3332336	201401010732	leportscloth	1.00
3332336	201401011211	jabhwa	1.00
3333311	201401012313	ymiyong	1.00
3333311	201401012315	ymiyong	1.00
3338667	201401011858	jabhwa	1.00
3338667	201401011904	kitchen	1.00
3339351	201401011004	ymiyong	1.00
3339351	201401011009	ymiyong	1.00
3351667	201401011218	jabhwa	1.00
3351667	201401011240	jabhwa	1.00
3352777	201401010832	chimgu	1.00
3352777	201401011847	kitchen	1.00
3353198	201401011430	ymiyong	1.00
3353198	201401011459	etc	1.00
3353198	201401011459	chimgu	1.00
3355321	201401011232	cloth	1.00
3355321	201401012124	cloth	1.00
3357792	201401011545	ymiyong	1.00
3357792	201401011623	ymiyong	1.00
3361884	201401011032	jabhwa	1.00
3361884	201401012217	ymiyong	1.00
3363194	201401011007	ymiyong	1.00
3363194	201401011055	jabhwa	1.00
3366833	201401012332	kid	1.00
3366833	201401012335	kid	1.00
3367223	201401012020	leportscloth	1.00
3367223	201401012023	cloth	1.00
3367223	201401012023	ymiyong	1.00
3368653	201401011749	food	1.00
3368653	201401011752	food	1.00
3374478	201401011900	life	1.00
3374478	201401011924	life	1.00
3374517	201401010435	health	1.00
3374517	201401010437	health	1.00
3374517	201401010448	health	1.00
3374517	201401010452	health	1.00
3375447	201401010440	elec	1.00
3375447	201401010443	life	1.00
3375826	201401010903	chimgu	1.00
3375826	201401010912	chimgu	1.00
3376476	201401011316	ymiyong	1.00
3376476	201401011330	ymiyong	1.00
3378849	201401011125	jabhwa	1.00
3378849	201401011140	jabhwa	1.00
3381410	201401011522	health	1.00
3381410	201401011531	health	1.00
3383627	201401010845	chimgu	1.00
3383627	201401011634	ymiyong	1.00
3385645	201401011712	chimgu	1.00
3385645	201401012306	innerwear	1.00
3390693	201401011404	health	1.00
3390693	201401012057	ymiyong	1.00
3393594	201401010922	leportstool	1.00
3393594	201401010922	kitchen	1.00
3394514	201401011301	life	1.00
3394514	201401011311	life	1.00
3396258	201401012021	elec	1.00
3396258	201401012211	ymiyong	1.00
3400668	201401010943	kitchen	1.00
3400668	201401011223	etc	1.00
3400668	201401011223	chimgu	1.00
3404604	201401011556	etc	1.00
3404604	201401011556	life	1.00
3404604	201401011759	food	1.00
3412177	201401010849	chimgu	1.00
3412177	201401011806	food	1.00
3414853	201401011749	food	1.00
3414853	201401011751	food	1.00
3414853	201401011754	food	1.00
3414853	201401011755	food	1.00
3414853	201401011817	food	1.00
3422869	201401010843	chimgu	1.00
3422869	201401010854	chimgu	1.00
3427158	201401011103	jabhwa	1.00
3427158	201401011148	jabhwa	1.00
3427158	201401011333	ymiyong	1.00
3427158	201401011906	jabhwa	1.00
3434008	201401011817	food	1.00
3434008	201401011840	kitchen	1.00
3435768	201401010024	jabhwa	1.00
3435768	201401010054	cloth	1.00
3441104	201401012222	jabhwa	1.00
3441104	201401012237	jabhwa	1.00
3442795	201401011541	life	1.00
3442795	201401011541	kitchen	1.00
3442795	201401011541	chimgu	1.00
3442795	201401011733	food	1.00
3442795	201401011735	food	1.00
3448133	201401010907	chimgu	1.00
3448133	201401011543	ymiyong	1.00
3449600	201401011419	kitchen	1.00
3449600	201401012332	kitchen	1.00
3449797	201401011826	food	1.00
3449797	201401011828	food	1.00
3452188	201401011257	leportscloth	1.00
3452188	201401011330	leportscloth	1.00
3458074	201401011146	leportscloth	1.00
3458074	201401011146	life	1.00
3458074	201401011359	kitchen	1.00
3464314	201401010059	cloth	1.00
3464314	201401011151	cloth	1.00
3481749	201401011201	jabhwa	1.00
3481749	201401011203	jabhwa	1.00
3486802	201401011602	ymiyong	1.00
3486802	201401011837	kitchen	1.00
3488865	201401011806	food	1.00
3488865	201401011815	food	1.00
3488865	201401011821	food	1.00
3492752	201401011810	food	1.00
3492752	201401011846	kitchen	1.00
3493417	201401011240	kitchen	1.00
3493417	201401011250	etc	1.00
3493417	201401011250	innerwear	1.00
3493533	201401010118	innerwear	1.00
3493533	201401010136	innerwear	1.00
3498491	201401012342	ymiyong	1.00
3498491	201401012352	life	1.00
3500201	201401010904	chimgu	1.00
3500201	201401011925	kitchen	1.00
3502834	201401011117	jabhwa	1.00
3502834	201401011120	jabhwa	1.00
3511097	201401011637	cloth	1.00
3511097	201401011648	cloth	1.00
3515362	201401010730	leportscloth	1.00
3515362	201401010736	cloth	1.00
3515362	201401010743	jabhwa	1.00
3516737	201401011321	ymiyong	1.00
3516737	201401011859	kitchen	1.00
3521013	201401011750	food	1.00
3521013	201401011752	food	1.00
3521013	201401011754	food	1.00
3523514	201401011844	kitchen	1.00
3523514	201401012321	ymiyong	1.00
3523703	201401012318	ymiyong	1.00
3523703	201401012323	ymiyong	1.00
3525532	201401010734	life	1.00
3525532	201401011909	etc	1.00
3525532	201401011909	food	1.00
3527751	201401010652	cloth	1.00
3527751	201401011519	cloth	1.00
3527751	201401011527	cloth	1.00
3536884	201401012203	cloth	2.00
3538536	201401011525	food	1.00
3538536	201401011532	etc	1.00
3538536	201401011532	elec	1.00
3538536	201401011532	food	1.00
3542272	201401010008	leportscloth	1.00
3542272	201401012216	edu	1.00
3542975	201401011618	svc	1.00
3542975	201401011629	ymiyong	1.00
3542975	201401011742	ymiyong	1.00
3542975	201401011808	cloth	1.00
3542975	201401011821	cloth	1.00
3546370	201401010932	cloth	1.00
3546370	201401010936	cloth	1.00
3546370	201401011149	cloth	1.00
3547856	201401012026	innerwear	1.00
3547856	201401012040	innerwear	1.00
3550780	201401011801	food	1.00
3550780	201401011810	food	1.00
3561955	201401010930	ymiyong	1.00
3561955	201401011058	jabhwa	1.00
3562902	201401011114	ymiyong	1.00
3562902	201401011117	ymiyong	1.00
3562902	201401011220	ymiyong	1.00
3562902	201401011220	jabhwa	1.00
3565209	201401010920	chimgu	1.00
3565209	201401010930	ymiyong	1.00
3572997	201401010925	health	1.00
3572997	201401010927	life	1.00
3572997	201401010927	kitchen	1.00
3572997	201401010930	ymiyong	1.00
3572997	201401011116	elec	1.00
3572997	201401011120	etc	1.00
3572997	201401011120	chimgu	1.00
3572997	201401011430	kitchen	1.00
3572997	201401011432	kitchen	1.00
3572997	201401011520	food	1.00
3572997	201401012309	life	1.00
3572997	201401012313	life	1.00
3573579	201401010212	innerwear	1.00
3573579	201401010214	innerwear	1.00
3573579	201401010215	innerwear	1.00
3573579	201401010216	etc	1.00
3580665	201401012150	ymiyong	1.00
3580665	201401012153	life	1.00
3580665	201401012156	life	1.00
3590306	201401010855	chimgu	1.00
3590306	201401010857	chimgu	1.00
3594379	201401011036	jabhwa	1.00
3594379	201401011352	health	1.00
3598888	201401010025	ymiyong	1.00
3598888	201401011556	ymiyong	1.00
3603511	201401011110	jabhwa	1.00
3603511	201401011111	jabhwa	1.00
3606270	201401010654	ymiyong	1.00
3606270	201401011626	ymiyong	1.00
3606291	201401010921	chimgu	1.00
3606291	201401010923	chimgu	1.00
3624237	201401010855	chimgu	1.00
3624237	201401010902	chimgu	1.00
3625784	201401011826	food	1.00
3625784	201401011827	food	1.00
3625784	201401011842	kitchen	1.00
3629653	201401010822	chimgu	1.00
3629653	201401010823	chimgu	1.00
3631609	201401010829	elec	1.00
3631609	201401010834	life	1.00
3648070	201401010037	etc	1.00
3648070	201401010037	kitchen	1.00
3648070	201401012254	cloth	1.00
3653943	201401011533	etc	1.00
3653943	201401011534	etc	1.00
3657111	201401011556	ymiyong	1.00
3657111	201401011600	ymiyong	1.00
3658025	201401012157	ymiyong	1.00
3658025	201401012318	ymiyong	1.00
3661038	201401011030	jabhwa	1.00
3661038	201401011033	jabhwa	1.00
3661038	201401011036	jabhwa	1.00
3662809	201401011636	ymiyong	1.00
3662809	201401011638	ymiyong	1.00
3664006	201401010850	chimgu	1.00
3664006	201401010902	chimgu	1.00
3668897	201401011032	jabhwa	1.00
3668897	201401011034	jabhwa	1.00
3669586	201401011143	ymiyong	1.00
3669586	201401011608	ymiyong	1.00
3678576	201401010750	leportscloth	1.00
3678576	201401010753	leportscloth	1.00
3684786	201401010922	chimgu	1.00
3684786	201401011202	chimgu	1.00
3684839	201401011620	ymiyong	1.00
3684839	201401011914	kitchen	1.00
3686237	201401010949	ymiyong	1.00
3686237	201401011010	ymiyong	1.00
3691328	201401011910	kitchen	1.00
3691328	201401011922	life	1.00
3708916	201401012223	gagu	1.00
3708916	201401012240	life	1.00
3715700	201401011033	jabhwa	1.00
3715700	201401011138	jabhwa	1.00
3715700	201401011200	jabhwa	1.00
3717244	201401011606	innerwear	1.00
3717244	201401011654	etc	1.00
3717244	201401011654	innerwear	1.00
3717244	201401011654	kidwear	1.00
3719904	201401011721	health	1.00
3719904	201401011724	health	1.00
3721249	201401010137	innerwear	1.00
3721249	201401010139	innerwear	1.00
3721255	201401011757	food	1.00
3721255	201401011802	food	1.00
3721255	201401011808	food	1.00
3721903	201401012120	phone	1.00
3721903	201401012123	phone	1.00
3723438	201401011034	jabhwa	1.00
3723438	201401012258	ymiyong	1.00
3724955	201401011527	ymiyong	1.00
3724955	201401011527	jabhwa	1.00
3724955	201401011632	jabhwa	1.00
3732548	201401011304	ymiyong	1.00
3732548	201401011309	ymiyong	1.00
3733146	201401010946	ymiyong	1.00
3733146	201401012212	ymiyong	1.00
3734848	201401011030	jabhwa	1.00
3734848	201401011745	food	1.00
3738989	201401010658	ymiyong	1.00
3738989	201401010703	elec	1.00
3738989	201401010716	food	1.00
3738989	201401010722	leportscloth	1.00
3738989	201401011238	svc	1.00
3739384	201401010938	ymiyong	1.00
3739384	201401011618	ymiyong	1.00
3742033	201401010738	leportscloth	1.00
3742033	201401011053	jabhwa	1.00
3743467	201401010006	leportscloth	1.00
3743467	201401010026	jabhwa	1.00
3746093	201401011821	food	1.00
3746093	201401011914	kitchen	1.00
3746108	201401011441	life	1.00
3746108	201401011445	gagu	1.00
3748534	201401010938	chimgu	1.00
3748534	201401010940	ymiyong	1.00
3749426	201401010950	jabhwa	1.00
3749426	201401011027	ymiyong	1.00
3755502	201401011820	food	1.00
3755502	201401011843	ymiyong	1.00
3762124	201401011053	jabhwa	1.00
3762124	201401011937	leportstool	1.00
3766682	201401010934	ymiyong	1.00
3766682	201401011329	ymiyong	1.00
3770103	201401012017	leportstool	1.00
3770103	201401012054	leportstool	1.00
3773031	201401010832	chimgu	1.00
3773031	201401010836	chimgu	1.00
3774239	201401011338	food	1.00
3774239	201401011339	food	1.00
3774408	201401010848	ymiyong	1.00
3774408	201401011715	cloth	1.00
3778743	201401011233	bosuk	1.00
3778743	201401011254	ymiyong	1.00
3780939	201401011154	chimgu	1.00
3780939	201401011227	chimgu	1.00
3782324	201401010745	leportscloth	1.00
3782324	201401011154	jabhwa	1.00
3790395	201401011239	elec	1.00
3790395	201401011317	ymiyong	1.00
3800739	201401011921	leportscloth	1.00
3800739	201401012226	ymiyong	1.00
3809809	201401010851	cloth	2.00
3812765	201401011223	jabhwa	1.00
3812765	201401011229	jabhwa	1.00
3814325	201401010145	kitchen	1.00
3814325	201401011537	chimgu	1.00
3818857	201401011003	ymiyong	1.00
3818857	201401011818	food	1.00
3819316	201401011038	jabhwa	1.00
3819316	201401011239	bosuk	1.00
3829213	201401010320	kitchen	1.00
3829213	201401010403	etc	1.00
3829213	201401010403	cloth	1.00
3839571	201401010848	chimgu	1.00
3839571	201401010849	chimgu	1.00
3839571	201401010850	chimgu	1.00
3839571	201401010854	chimgu	1.00
3846435	201401011031	jabhwa	1.00
3846435	201401011037	jabhwa	1.00
3851602	201401011039	jabhwa	1.00
3851602	201401011056	jabhwa	1.00
3864857	201401010145	etc	1.00
3864857	201401010145	innerwear	1.00
3864857	201401010147	jabhwa	1.00
3868678	201401011021	edu	1.00
3868678	201401011025	edu	1.00
3878468	201401011154	jabhwa	1.00
3878468	201401011754	food	1.00
3880941	201401011344	ymiyong	1.00
3880941	201401011357	ymiyong	1.00
3885125	201401011738	elec	1.00
3885125	201401011742	etc	1.00
3891174	201401011231	chimgu	1.00
3891174	201401011240	life	1.00
3891613	201401010307	chimgu	1.00
3891613	201401012308	ymiyong	1.00
3892775	201401011913	ymiyong	1.00
3892775	201401011918	ymiyong	1.00
3895065	201401012340	ymiyong	1.00
3895065	201401012349	ymiyong	1.00
3899892	201401010944	ymiyong	1.00
3899892	201401010951	ymiyong	1.00
3912881	201401011123	jabhwa	1.00
3912881	201401011151	food	1.00
3917679	201401011303	jabhwa	2.00
3922531	201401011745	food	1.00
3922531	201401011752	food	1.00
3923782	201401011025	life	1.00
3923782	201401011025	food	1.00
3923782	201401011043	food	1.00
3925706	201401010921	chimgu	1.00
3925706	201401010923	ymiyong	1.00
3929046	201401010732	leportscloth	1.00
3929046	201401010738	leportscloth	1.00
3929378	201401011938	health	1.00
3929378	201401011940	health	1.00
3931971	201401010329	chimgu	1.00
3931971	201401011250	kid	1.00
3942022	201401011422	health	1.00
3942022	201401011431	health	1.00
3943676	201401011948	jabhwa	1.00
3943676	201401011954	leportstool	1.00
3943969	201401010108	innerwear	1.00
3943969	201401011215	innerwear	1.00
3947178	201401011205	jabhwa	1.00
3947178	201401011218	jabhwa	1.00
3951616	201401011051	jabhwa	1.00
3951616	201401011815	food	1.00
3963211	201401011457	ymiyong	1.00
3963211	201401011812	food	1.00
3963274	201401010742	leportscloth	1.00
3963274	201401011621	ymiyong	1.00
3963801	201401011039	ymiyong	1.00
3963801	201401011338	ymiyong	1.00
3963801	201401011516	svc	1.00
3963801	201401011818	food	1.00
3963801	201401012125	leportscloth	1.00
3979691	201401012234	bosuk	1.00
3979691	201401012338	ymiyong	1.00
3986346	201401010857	chimgu	1.00
3986346	201401010908	chimgu	1.00
3999480	201401011746	food	1.00
3999480	201401011856	kitchen	1.00
3999480	201401011923	life	1.00
4004850	201401011334	jabhwa	1.00
4004850	201401012310	innerwear	1.00
4005428	201401011914	kitchen	1.00
4005428	201401011920	life	1.00
4005428	201401011925	life	1.00
4005628	201401012215	ymiyong	1.00
4005628	201401012259	ymiyong	1.00
4009006	201401011131	jabhwa	1.00
4009006	201401011208	bosuk	1.00
4012700	201401011223	jabhwa	1.00
4012700	201401011248	jabhwa	1.00
4014745	201401010338	ymiyong	1.00
4014745	201401012114	ymiyong	1.00
4018887	201401011517	ymiyong	1.00
4018887	201401011809	food	1.00
4021893	201401010628	ymiyong	1.00
4021893	201401010822	chimgu	1.00
4022750	201401011608	ymiyong	1.00
4022750	201401011752	cloth	1.00
4022750	201401011754	cloth	1.00
4031412	201401011028	jabhwa	1.00
4031412	201401011055	jabhwa	1.00
4034099	201401011253	jabhwa	1.00
4034099	201401011441	jabhwa	1.00
4034801	201401011141	jabhwa	1.00
4034801	201401011625	ymiyong	1.00
4037127	201401011815	food	1.00
4037127	201401011824	food	1.00
4039078	201401011347	health	1.00
4039078	201401011842	kitchen	1.00
4041410	201401011116	jabhwa	1.00
4041410	201401011144	jabhwa	1.00
4042346	201401010848	chimgu	1.00
4042346	201401010849	chimgu	1.00
4043668	201401011901	health	1.00
4043668	201401012312	ymiyong	1.00
4045200	201401011102	jabhwa	1.00
4045200	201401012333	ymiyong	1.00
4054915	201401010626	health	1.00
4054915	201401010626	ymiyong	1.00
4054915	201401010626	food	1.00
4054915	201401010626	kitchen	1.00
4054915	201401010626	chimgu	1.00
4054915	201401011734	etc	1.00
4054915	201401011734	ymiyong	1.00
4054915	201401011734	food	1.00
4054915	201401011734	kitchen	1.00
4056372	201401011139	jabhwa	1.00
4056372	201401011141	cloth	1.00
4062249	201401011329	cloth	1.00
4062249	201401011338	cloth	1.00
4063083	201401010957	ymiyong	1.00
4063083	201401011030	jabhwa	1.00
4063083	201401011050	jabhwa	1.00
4063691	201401011309	etc	1.00
4063691	201401011309	chimgu	1.00
4063691	201401011311	etc	1.00
4063691	201401011311	chimgu	1.00
4068885	201401012252	ymiyong	1.00
4068885	201401012254	ymiyong	1.00
4069137	201401011002	ymiyong	1.00
4069137	201401011150	ymiyong	1.00
4069480	201401010519	health	1.00
4069480	201401010756	cloth	1.00
4071526	201401011231	life	1.00
4071526	201401012143	life	1.00
4071526	201401012207	kitchen	1.00
4071526	201401012305	food	1.00
4072021	201401011314	chimgu	1.00
4072021	201401011335	health	1.00
4072277	201401011222	jabhwa	1.00
4072277	201401011231	jabhwa	1.00
4073456	201401012302	ymiyong	1.00
4073456	201401012303	ymiyong	1.00
4073456	201401012306	ymiyong	1.00
4073456	201401012307	ymiyong	1.00
4074865	201401011714	edu	1.00
4074865	201401011730	jabhwa	1.00
4075433	201401011034	chimgu	1.00
4075433	201401011758	food	1.00
4076910	201401011458	ymiyong	1.00
4076910	201401011556	ymiyong	1.00
4078219	201401011554	food	1.00
4078219	201401011556	food	1.00
4078219	201401011559	food	1.00
4086255	201401011619	kitchen	1.00
4086255	201401011646	kitchen	1.00
4091921	201401010707	ymiyong	1.00
4091921	201401010947	ymiyong	1.00
4092633	201401011221	jabhwa	1.00
4092633	201401012215	ymiyong	1.00
4095644	201401012031	cloth	1.00
4095644	201401012036	cloth	1.00
4102043	201401011027	jabhwa	1.00
4102043	201401011032	jabhwa	1.00
4103192	201401011520	innerwear	1.00
4103192	201401011613	chimgu	1.00
4104802	201401011610	ymiyong	1.00
4104802	201401011616	ymiyong	1.00
4105632	201401010012	bosuk	1.00
4105632	201401010027	ymiyong	1.00
4105899	201401011030	jabhwa	1.00
4105899	201401011612	ymiyong	1.00
4115582	201401010959	ymiyong	1.00
4115582	201401011135	jabhwa	1.00
4118048	201401011218	elec	1.00
4118048	201401011218	chimgu	1.00
4118048	201401012304	ymiyong	1.00
4118720	201401011428	health	1.00
4118720	201401012300	etc	1.00
4121038	201401010109	innerwear	1.00
4121038	201401010110	innerwear	1.00
4125867	201401012048	cloth	1.00
4125867	201401012240	gagu	1.00
4125867	201401012242	gagu	1.00
4126718	201401011038	jabhwa	1.00
4126718	201401011809	food	1.00
4132701	201401011456	life	1.00
4132701	201401011459	ymiyong	1.00
4133485	201401011052	kid	1.00
4133485	201401011106	kid	1.00
4133485	201401011120	kid	1.00
4134621	201401010844	chimgu	1.00
4134621	201401010848	chimgu	1.00
4137982	201401012154	leportscloth	1.00
4137982	201401012158	jabhwa	1.00
4137982	201401012203	leportscloth	1.00
4138852	201401011944	life	1.00
4138852	201401011959	life	1.00
4143291	201401011855	kitchen	1.00
4143291	201401011859	kitchen	1.00
4144385	201401010859	chimgu	2.00
4147348	201401011426	cloth	1.00
4147348	201401011628	ymiyong	1.00
4149318	201401011344	jabhwa	1.00
4149318	201401011348	health	1.00
4149367	201401011302	chimgu	1.00
4149367	201401011344	chimgu	1.00
4149367	201401011400	chimgu	1.00
4149367	201401011902	kitchen	1.00
4152343	201401010728	leportscloth	1.00
4152343	201401011037	jabhwa	1.00
4156070	201401011439	edu	1.00
4156070	201401011439	kidwear	1.00
4156070	201401012243	gagu	1.00
4156070	201401012243	svc	1.00
4159446	201401012205	ymiyong	1.00
4159446	201401012254	ymiyong	1.00
4163296	201401011125	food	1.00
4163296	201401011536	food	1.00
4167953	201401011058	jabhwa	1.00
4167953	201401011145	jabhwa	1.00
4173094	201401011125	jabhwa	1.00
4173094	201401011814	food	1.00
4175002	201401011416	health	1.00
4175002	201401011815	food	1.00
4181425	201401010931	ymiyong	1.00
4181425	201401010932	ymiyong	1.00
4182327	201401011035	jabhwa	1.00
4182327	201401011547	ymiyong	1.00
4192568	201401012113	gagu	1.00
4192568	201401012315	ymiyong	1.00
4198747	201401011754	elec	1.00
4198747	201401012112	life	1.00
4200122	201401012224	gagu	1.00
4200122	201401012224	etc	1.00
4200122	201401012234	elec	1.00
4200122	201401012304	life	1.00
4200122	201401012304	ymiyong	1.00
4211738	201401011523	elec	1.00
4211738	201401011534	elec	1.00
4223315	201401012318	ymiyong	1.00
4223315	201401012320	ymiyong	1.00
4224927	201401011253	jabhwa	1.00
4224927	201401011332	ymiyong	1.00
4224927	201401011755	ymiyong	1.00
4231666	201401011808	food	1.00
