,mean,std,min,max,range,skew,kurtosis,energy,zero_crossings,label
0,-0.39717715605554205,0.4889261815749407,-0.8472170759167783,0.8814112937610044,1.7286283696777827,1.6353248142910284,1.5133710200996253,19.839925216091018,4,0
1,-0.5979483135447059,0.19977846588302572,-0.8646780951761288,-0.10658419334593683,0.758093901830192,1.0365232267389088,0.2769145250151226,19.872681055076665,14,0
2,-0.5466278426976833,0.242155491822499,-0.8646780951761288,-0.10658419334593683,0.758093901830192,0.7185496570216421,-0.9667778121051178,17.87206403160598,6,0
3,-0.3861622491388447,0.47107666547328175,-0.9170607267672821,0.7402692030848406,1.6573299298521227,1.0596989939868384,0.11453999693173333,18.551725370669875,4,0
4,-0.38147689955140607,0.4611711769694949,-0.9170607267672821,0.7402692030848406,1.6573299298521227,1.1536850392019409,0.29849902570892484,17.910173967939137,4,0
5,-0.5017387814556561,0.22342827097567186,-0.7919243691572659,-0.07020729482093024,0.7217170743363357,0.9285883679297843,-0.5298774435216136,15.083099854389243,8,0
6,-0.5438923145041947,0.233480319880425,-0.8559476565776034,-0.07457251412019339,0.78137514245741,0.9162330062611637,-0.6236259257246792,17.516595477409776,6,0
7,-0.3852164629889884,0.4146727771369241,-0.9461622597935171,0.4674426062095933,1.4136048660031104,0.7108752986727892,-0.8083497370077652,16.01726177280979,6,0
8,-0.3993306756081623,0.4418161547470397,-0.9847216969370054,0.4674426062095933,1.4521643031465987,0.6026498851897922,-1.0463096312269442,17.733325153856576,6,0
9,-0.29881413211602026,0.5153273203454067,-0.9847216969370054,0.728628476224507,1.7133501731615124,0.728142351518022,-0.8546224787483467,17.742606632331395,5,0
10,-0.29420154328668424,0.49188949344303035,-0.8843214754760869,0.728628476224507,1.6129499517005939,0.9020019343897977,-0.6028126921752346,16.425491091595386,6,0
11,-0.42483813119744535,0.3543824399474721,-0.8843214754760869,0.4739903996429127,1.3583118751189995,0.7794640150416039,-0.6153279718371727,15.303717573123073,5,0
